From,To,NATMI_LR_ALL,HRL,HRH,Patient,NormHRL,NormHRH,N_cell_sending,Composition.x,N_cell_receiving,Composition.y
TIL,ETC,306,8,15,P05,0.026143790849673203,0.049019607843137254,16,0.018161180476730987,156,0.17707150964812712
TIL,TAM,309,7,12,P05,0.022653721682847898,0.038834951456310676,16,0.018161180476730987,71,0.08059023836549375
TIL,TIL,133,2,9,P05,0.015037593984962405,0.06766917293233082,16,0.018161180476730987,16,0.018161180476730987
CAF,CAF,1321,42,76,P06,0.03179409538228615,0.05753217259651779,256,0.33376792698826596,256,0.33376792698826596
CAF,DC,908,31,47,P06,0.034140969162995596,0.051762114537444934,256,0.33376792698826596,29,0.03780964797913951
CAF,Endo,1014,30,64,P06,0.029585798816568046,0.0631163708086785,256,0.33376792698826596,24,0.03129074315514994
CAF,ETC,1288,38,76,P06,0.029503105590062112,0.059006211180124224,256,0.33376792698826596,423,0.5514993481095176
CAF,TAM,841,22,35,P06,0.026159334126040427,0.041617122473246136,256,0.33376792698826596,32,0.041720990873533245
CAF,TIL,162,0,8,P06,0,0.04938271604938271,256,0.33376792698826596,3,0.003911342894393742
DC,CAF,775,34,27,P06,0.04387096774193548,0.03483870967741935,29,0.03780964797913951,256,0.33376792698826596
DC,DC,587,26,22,P06,0.044293015332197615,0.03747870528109029,29,0.03780964797913951,29,0.03780964797913951
DC,Endo,585,24,22,P06,0.041025641025641026,0.037606837606837605,29,0.03780964797913951,24,0.03129074315514994
DC,ETC,760,29,31,P06,0.038157894736842106,0.04078947368421053,29,0.03780964797913951,423,0.5514993481095176
DC,TAM,534,18,19,P06,0.033707865168539325,0.035580524344569285,29,0.03780964797913951,32,0.041720990873533245
DC,TIL,121,0,6,P06,0,0.049586776859504134,29,0.03780964797913951,3,0.003911342894393742
Endo,CAF,994,31,54,P06,0.03118712273641851,0.05432595573440644,24,0.03129074315514994,256,0.33376792698826596
Endo,DC,695,27,34,P06,0.03884892086330935,0.04892086330935252,24,0.03129074315514994,29,0.03780964797913951
Endo,Endo,768,25,45,P06,0.032552083333333336,0.05859375,24,0.03129074315514994,24,0.03129074315514994
Endo,ETC,966,28,56,P06,0.028985507246376812,0.057971014492753624,24,0.03129074315514994,423,0.5514993481095176
Endo,TAM,661,20,27,P06,0.030257186081694403,0.04084720121028744,24,0.03129074315514994,32,0.041720990873533245
Endo,TIL,123,0,6,P06,0,0.04878048780487805,24,0.03129074315514994,3,0.003911342894393742
ETC,CAF,1253,50,71,P06,0.03990422984836393,0.05666400638467677,423,0.5514993481095176,256,0.33376792698826596
ETC,DC,878,35,48,P06,0.03986332574031891,0.05466970387243736,423,0.5514993481095176,29,0.03780964797913951
ETC,Endo,964,34,59,P06,0.035269709543568464,0.061203319502074686,423,0.5514993481095176,24,0.03129074315514994
ETC,ETC,1241,44,74,P06,0.035455278001611606,0.05962933118452861,423,0.5514993481095176,423,0.5514993481095176
ETC,TAM,814,25,37,P06,0.030712530712530713,0.045454545454545456,423,0.5514993481095176,32,0.041720990873533245
ETC,TIL,160,0,8,P06,0,0.05,423,0.5514993481095176,3,0.003911342894393742
TAM,CAF,782,31,31,P06,0.03964194373401535,0.03964194373401535,32,0.041720990873533245,256,0.33376792698826596
TAM,DC,606,26,25,P06,0.0429042904290429,0.041254125412541254,32,0.041720990873533245,29,0.03780964797913951
TAM,Endo,588,23,27,P06,0.0391156462585034,0.04591836734693878,32,0.041720990873533245,24,0.03129074315514994
TAM,ETC,765,28,33,P06,0.036601307189542485,0.043137254901960784,32,0.041720990873533245,423,0.5514993481095176
TAM,TAM,559,19,24,P06,0.03398926654740608,0.04293381037567084,32,0.041720990873533245,32,0.041720990873533245
TAM,TIL,119,0,6,P06,0,0.05042016806722689,32,0.041720990873533245,3,0.003911342894393742
TIL,CAF,200,8,12,P06,0.04,0.06,3,0.003911342894393742,256,0.33376792698826596
TIL,DC,165,6,11,P06,0.03636363636363636,0.06666666666666667,3,0.003911342894393742,29,0.03780964797913951
TIL,Endo,153,5,10,P06,0.032679738562091505,0.06535947712418301,3,0.003911342894393742,24,0.03129074315514994
TIL,ETC,205,8,14,P06,0.03902439024390244,0.06829268292682927,3,0.003911342894393742,423,0.5514993481095176
TIL,TAM,153,5,9,P06,0.032679738562091505,0.058823529411764705,3,0.003911342894393742,32,0.041720990873533245
TIL,TIL,36,0,2,P06,0,0.05555555555555555,3,0.003911342894393742,3,0.003911342894393742
CAF,CAF,1123,37,62,P07,0.03294746215494212,0.05520926090828139,152,0.1412639405204461,152,0.1412639405204461
CAF,DC,811,26,35,P07,0.032059186189889025,0.04315659679408138,152,0.1412639405204461,48,0.04460966542750929
CAF,Endo,635,21,30,P07,0.03307086614173228,0.047244094488188976,152,0.1412639405204461,11,0.010223048327137546
CAF,ETC,1143,37,50,P07,0.03237095363079615,0.04374453193350831,152,0.1412639405204461,189,0.17565055762081785
CAF,TAM,1175,40,56,P07,0.03404255319148936,0.04765957446808511,152,0.1412639405204461,578,0.5371747211895911
CAF,TIL,834,25,36,P07,0.02997601918465228,0.04316546762589928,152,0.1412639405204461,98,0.09107806691449814
DC,CAF,755,24,27,P07,0.031788079470198675,0.03576158940397351,48,0.04460966542750929,152,0.1412639405204461
DC,DC,596,20,19,P07,0.03355704697986577,0.031879194630872486,48,0.04460966542750929,48,0.04460966542750929
DC,Endo,449,16,17,P07,0.035634743875278395,0.0378619153674833,48,0.04460966542750929,11,0.010223048327137546
DC,ETC,787,25,27,P07,0.03176620076238882,0.03430749682337993,48,0.04460966542750929,189,0.17565055762081785
DC,TAM,821,28,27,P07,0.0341047503045067,0.03288672350791717,48,0.04460966542750929,578,0.5371747211895911
DC,TIL,605,19,22,P07,0.03140495867768595,0.03636363636363636,48,0.04460966542750929,98,0.09107806691449814
Endo,CAF,646,19,24,P07,0.029411764705882353,0.03715170278637771,11,0.010223048327137546,152,0.1412639405204461
Endo,DC,493,19,17,P07,0.038539553752535496,0.034482758620689655,11,0.010223048327137546,48,0.04460966542750929
Endo,Endo,408,15,15,P07,0.03676470588235294,0.03676470588235294,11,0.010223048327137546,11,0.010223048327137546
Endo,ETC,675,22,21,P07,0.03259259259259259,0.03111111111111111,11,0.010223048327137546,189,0.17565055762081785
Endo,TAM,698,25,21,P07,0.03581661891117478,0.03008595988538682,11,0.010223048327137546,578,0.5371747211895911
Endo,TIL,509,18,17,P07,0.03536345776031434,0.03339882121807466,11,0.010223048327137546,98,0.09107806691449814
ETC,CAF,1158,38,64,P07,0.03281519861830743,0.055267702936096716,189,0.17565055762081785,152,0.1412639405204461
ETC,DC,863,29,38,P07,0.03360370799536501,0.0440324449594438,189,0.17565055762081785,48,0.04460966542750929
ETC,Endo,670,23,28,P07,0.034328358208955224,0.041791044776119404,189,0.17565055762081785,11,0.010223048327137546
ETC,ETC,1188,41,59,P07,0.034511784511784514,0.049663299663299666,189,0.17565055762081785,189,0.17565055762081785
ETC,TAM,1223,43,57,P07,0.03515944399018806,0.04660670482420278,189,0.17565055762081785,578,0.5371747211895911
ETC,TIL,886,27,33,P07,0.030474040632054177,0.03724604966139955,189,0.17565055762081785,98,0.09107806691449814
TAM,CAF,1131,32,59,P07,0.028293545534924844,0.052166224580017684,578,0.5371747211895911,152,0.1412639405204461
TAM,DC,853,25,34,P07,0.029308323563892145,0.03985932004689332,578,0.5371747211895911,48,0.04460966542750929
TAM,Endo,648,19,29,P07,0.029320987654320986,0.044753086419753084,578,0.5371747211895911,11,0.010223048327137546
TAM,ETC,1166,34,51,P07,0.029159519725557463,0.04373927958833619,578,0.5371747211895911,189,0.17565055762081785
TAM,TAM,1201,37,55,P07,0.030807660283097418,0.04579517069109076,578,0.5371747211895911,578,0.5371747211895911
TAM,TIL,871,22,33,P07,0.02525832376578645,0.03788748564867968,578,0.5371747211895911,98,0.09107806691449814
TIL,CAF,812,27,36,P07,0.0332512315270936,0.04433497536945813,98,0.09107806691449814,152,0.1412639405204461
TIL,DC,639,21,24,P07,0.03286384976525822,0.03755868544600939,98,0.09107806691449814,48,0.04460966542750929
TIL,Endo,478,18,18,P07,0.03765690376569038,0.03765690376569038,98,0.09107806691449814,11,0.010223048327137546
TIL,ETC,839,26,35,P07,0.03098927294398093,0.041716328963051254,98,0.09107806691449814,189,0.17565055762081785
TIL,TAM,878,31,37,P07,0.03530751708428246,0.04214123006833713,98,0.09107806691449814,578,0.5371747211895911
TIL,TIL,649,19,26,P07,0.029275808936825885,0.040061633281972264,98,0.09107806691449814,98,0.09107806691449814
CAF,CAF,1142,35,67,P08,0.03064798598949212,0.05866900175131348,163,0.1431079894644425,163,0.1431079894644425
CAF,DC,795,31,33,P08,0.0389937106918239,0.04150943396226415,163,0.1431079894644425,39,0.03424056189640035
CAF,Endo,856,31,51,P08,0.036214953271028034,0.05957943925233645,163,0.1431079894644425,14,0.012291483757682178
CAF,ETC,1278,40,77,P08,0.03129890453834116,0.06025039123630673,163,0.1431079894644425,843,0.7401229148375769
CAF,TAM,866,29,33,P08,0.03348729792147806,0.03810623556581986,163,0.1431079894644425,76,0.06672519754170325
CAF,TIL,240,11,8,P08,0.04583333333333333,0.03333333333333333,163,0.1431079894644425,4,0.003511852502194908
DC,CAF,700,26,32,P08,0.037142857142857144,0.045714285714285714,39,0.03424056189640035,163,0.1431079894644425
DC,DC,552,24,22,P08,0.043478260869565216,0.03985507246376811,39,0.03424056189640035,39,0.03424056189640035
DC,Endo,530,23,27,P08,0.04339622641509434,0.0509433962264151,39,0.03424056189640035,14,0.012291483757682178
DC,ETC,798,28,42,P08,0.03508771929824561,0.05263157894736842,39,0.03424056189640035,843,0.7401229148375769
DC,TAM,591,21,22,P08,0.03553299492385787,0.03722504230118443,39,0.03424056189640035,76,0.06672519754170325
DC,TIL,195,8,5,P08,0.041025641025641026,0.02564102564102564,39,0.03424056189640035,4,0.003511852502194908
Endo,CAF,738,28,32,P08,0.037940379403794036,0.04336043360433604,14,0.012291483757682178,163,0.1431079894644425
Endo,DC,542,23,21,P08,0.042435424354243544,0.03874538745387454,14,0.012291483757682178,39,0.03424056189640035
Endo,Endo,588,24,31,P08,0.04081632653061224,0.05272108843537415,14,0.012291483757682178,14,0.012291483757682178
Endo,ETC,815,31,41,P08,0.03803680981595092,0.05030674846625767,14,0.012291483757682178,843,0.7401229148375769
Endo,TAM,602,24,22,P08,0.03986710963455149,0.036544850498338874,14,0.012291483757682178,76,0.06672519754170325
Endo,TIL,167,9,3,P08,0.05389221556886228,0.017964071856287425,14,0.012291483757682178,4,0.003511852502194908
ETC,CAF,1227,41,75,P08,0.03341483292583537,0.061124694376528114,843,0.7401229148375769,163,0.1431079894644425
ETC,DC,873,32,38,P08,0.03665521191294387,0.043528064146620846,843,0.7401229148375769,39,0.03424056189640035
ETC,Endo,918,34,58,P08,0.037037037037037035,0.06318082788671024,843,0.7401229148375769,14,0.012291483757682178
ETC,ETC,1404,47,89,P08,0.03347578347578348,0.0633903133903134,843,0.7401229148375769,843,0.7401229148375769
ETC,TAM,945,31,41,P08,0.0328042328042328,0.04338624338624339,843,0.7401229148375769,76,0.06672519754170325
ETC,TIL,268,11,8,P08,0.041044776119402986,0.029850746268656716,843,0.7401229148375769,4,0.003511852502194908
TAM,CAF,762,27,23,P08,0.03543307086614173,0.030183727034120734,76,0.06672519754170325,163,0.1431079894644425
TAM,DC,632,25,18,P08,0.03955696202531646,0.028481012658227847,76,0.06672519754170325,39,0.03424056189640035
TAM,Endo,577,24,26,P08,0.0415944540727903,0.045060658578856154,76,0.06672519754170325,14,0.012291483757682178
TAM,ETC,888,29,34,P08,0.03265765765765766,0.038288288288288286,76,0.06672519754170325,843,0.7401229148375769
TAM,TAM,661,22,22,P08,0.03328290468986384,0.03328290468986384,76,0.06672519754170325,76,0.06672519754170325
TAM,TIL,206,8,7,P08,0.038834951456310676,0.03398058252427184,76,0.06672519754170325,4,0.003511852502194908
TIL,CAF,221,10,9,P08,0.04524886877828054,0.04072398190045249,4,0.003511852502194908,163,0.1431079894644425
TIL,DC,202,11,9,P08,0.054455445544554455,0.04455445544554455,4,0.003511852502194908,39,0.03424056189640035
TIL,Endo,171,9,12,P08,0.05263157894736842,0.07017543859649122,4,0.003511852502194908,14,0.012291483757682178
TIL,ETC,271,11,14,P08,0.04059040590405904,0.05166051660516605,4,0.003511852502194908,843,0.7401229148375769
TIL,TAM,217,10,11,P08,0.04608294930875576,0.05069124423963134,4,0.003511852502194908,76,0.06672519754170325
TIL,TIL,79,4,1,P08,0.05063291139240506,0.012658227848101266,4,0.003511852502194908,4,0.003511852502194908
CAF,CAF,1171,35,58,P09,0.029888983774551667,0.04953031596925705,244,0.2717149220489978,244,0.2717149220489978
CAF,DC,597,20,13,P09,0.03350083752093802,0.021775544388609715,244,0.2717149220489978,16,0.017817371937639197
CAF,Endo,879,27,38,P09,0.030716723549488054,0.04323094425483504,244,0.2717149220489978,25,0.02783964365256125
CAF,ETC,1263,41,60,P09,0.03246239113222486,0.047505938242280284,244,0.2717149220489978,332,0.36971046770601335
CAF,TAM,1102,38,49,P09,0.034482758620689655,0.04446460980036298,244,0.2717149220489978,279,0.3106904231625835
CAF,TIL,132,1,5,P09,0.007575757575757576,0.03787878787878788,244,0.2717149220489978,2,0.0022271714922048997
DC,CAF,558,23,17,P09,0.04121863799283154,0.03046594982078853,16,0.017817371937639197,244,0.2717149220489978
DC,DC,305,15,4,P09,0.04918032786885246,0.013114754098360656,16,0.017817371937639197,16,0.017817371937639197
DC,Endo,422,20,12,P09,0.04739336492890995,0.02843601895734597,16,0.017817371937639197,25,0.02783964365256125
DC,ETC,608,25,18,P09,0.04111842105263158,0.029605263157894735,16,0.017817371937639197,332,0.36971046770601335
DC,TAM,541,25,18,P09,0.04621072088724584,0.033271719038817,16,0.017817371937639197,279,0.3106904231625835
DC,TIL,78,1,3,P09,0.01282051282051282,0.038461538461538464,16,0.017817371937639197,2,0.0022271714922048997
Endo,CAF,792,30,36,P09,0.03787878787878788,0.045454545454545456,25,0.02783964365256125,244,0.2717149220489978
Endo,DC,418,19,8,P09,0.045454545454545456,0.019138755980861243,25,0.02783964365256125,16,0.017817371937639197
Endo,Endo,615,27,23,P09,0.04390243902439024,0.03739837398373984,25,0.02783964365256125,25,0.02783964365256125
Endo,ETC,850,32,35,P09,0.03764705882352941,0.041176470588235294,25,0.02783964365256125,332,0.36971046770601335
Endo,TAM,759,34,31,P09,0.04479578392621871,0.04084321475625823,25,0.02783964365256125,279,0.3106904231625835
Endo,TIL,99,1,3,P09,0.010101010101010102,0.030303030303030304,25,0.02783964365256125,2,0.0022271714922048997
ETC,CAF,1201,45,58,P09,0.03746877601998335,0.04829308909242298,332,0.36971046770601335,244,0.2717149220489978
ETC,DC,616,27,11,P09,0.04383116883116883,0.017857142857142856,332,0.36971046770601335,16,0.017817371937639197
ETC,Endo,899,32,37,P09,0.035595105672969966,0.041156840934371525,332,0.36971046770601335,25,0.02783964365256125
ETC,ETC,1297,51,62,P09,0.03932151117964534,0.047802621434078645,332,0.36971046770601335,332,0.36971046770601335
ETC,TAM,1131,45,50,P09,0.03978779840848806,0.04420866489832007,332,0.36971046770601335,279,0.3106904231625835
ETC,TIL,135,3,6,P09,0.022222222222222223,0.044444444444444446,332,0.36971046770601335,2,0.0022271714922048997
TAM,CAF,1004,34,41,P09,0.03386454183266932,0.04083665338645418,279,0.3106904231625835,244,0.2717149220489978
TAM,DC,532,21,10,P09,0.039473684210526314,0.018796992481203006,279,0.3106904231625835,16,0.017817371937639197
TAM,Endo,766,26,27,P09,0.033942558746736295,0.03524804177545692,279,0.3106904231625835,25,0.02783964365256125
TAM,ETC,1097,38,45,P09,0.03463992707383774,0.04102096627164995,279,0.3106904231625835,332,0.36971046770601335
TAM,TAM,970,36,41,P09,0.03711340206185567,0.042268041237113405,279,0.3106904231625835,279,0.3106904231625835
TAM,TIL,121,1,6,P09,0.008264462809917356,0.049586776859504134,279,0.3106904231625835,2,0.0022271714922048997
TIL,CAF,197,9,5,P09,0.04568527918781726,0.025380710659898477,2,0.0022271714922048997,244,0.2717149220489978
TIL,DC,124,7,1,P09,0.056451612903225805,0.008064516129032258,2,0.0022271714922048997,16,0.017817371937639197
TIL,Endo,153,7,4,P09,0.0457516339869281,0.026143790849673203,2,0.0022271714922048997,25,0.02783964365256125
TIL,ETC,218,10,8,P09,0.045871559633027525,0.03669724770642202,2,0.0022271714922048997,332,0.36971046770601335
TIL,TAM,201,11,8,P09,0.05472636815920398,0.03980099502487562,2,0.0022271714922048997,279,0.3106904231625835
TIL,TIL,45,0,1,P09,0,0.022222222222222223,2,0.0022271714922048997,2,0.0022271714922048997
CAF,CAF,950,32,54,P10,0.03368421052631579,0.056842105263157895,137,0.08726114649681528,137,0.08726114649681528
CAF,DC,643,24,25,P10,0.03732503888024884,0.038880248833592534,137,0.08726114649681528,31,0.019745222929936305
CAF,ETC,1130,40,62,P10,0.035398230088495575,0.05486725663716814,137,0.08726114649681528,1336,0.8509554140127389
CAF,TAM,803,28,37,P10,0.034869240348692404,0.0460772104607721,137,0.08726114649681528,65,0.041401273885350316
CAF,TIL,98,7,3,P10,0.07142857142857142,0.030612244897959183,137,0.08726114649681528,1,6.369426751592356e-4
DC,CAF,516,21,17,P10,0.040697674418604654,0.03294573643410853,31,0.019745222929936305,137,0.08726114649681528
DC,DC,408,17,12,P10,0.041666666666666664,0.029411764705882353,31,0.019745222929936305,31,0.019745222929936305
DC,ETC,636,25,24,P10,0.03930817610062893,0.03773584905660377,31,0.019745222929936305,1336,0.8509554140127389
DC,TAM,482,17,16,P10,0.035269709543568464,0.03319502074688797,31,0.019745222929936305,65,0.041401273885350316
DC,TIL,66,5,2,P10,0.07575757575757576,0.030303030303030304,31,0.019745222929936305,1,6.369426751592356e-4
ETC,CAF,1102,36,64,P10,0.032667876588021776,0.05807622504537205,1336,0.8509554140127389,137,0.08726114649681528
ETC,DC,745,27,29,P10,0.036241610738255034,0.038926174496644296,1336,0.8509554140127389,31,0.019745222929936305
ETC,ETC,1324,44,74,P10,0.03323262839879154,0.055891238670694864,1336,0.8509554140127389,1336,0.8509554140127389
ETC,TAM,929,30,42,P10,0.03229278794402583,0.04520990312163617,1336,0.8509554140127389,65,0.041401273885350316
ETC,TIL,104,8,3,P10,0.07692307692307693,0.028846153846153848,1336,0.8509554140127389,1,6.369426751592356e-4
TAM,CAF,694,29,26,P10,0.04178674351585014,0.037463976945244955,65,0.041401273885350316,137,0.08726114649681528
TAM,DC,514,23,17,P10,0.04474708171206226,0.033073929961089495,65,0.041401273885350316,31,0.019745222929936305
TAM,ETC,849,37,34,P10,0.043580683156654886,0.04004711425206125,65,0.041401273885350316,1336,0.8509554140127389
TAM,TAM,623,24,24,P10,0.038523274478330656,0.038523274478330656,65,0.041401273885350316,65,0.041401273885350316
TAM,TIL,81,6,3,P10,0.07407407407407407,0.037037037037037035,65,0.041401273885350316,1,6.369426751592356e-4
TIL,CAF,101,6,0,P10,0.0594059405940594,0,1,6.369426751592356e-4,137,0.08726114649681528
TIL,DC,90,6,0,P10,0.06666666666666667,0,1,6.369426751592356e-4,31,0.019745222929936305
TIL,ETC,138,8,0,P10,0.057971014492753624,0,1,6.369426751592356e-4,1336,0.8509554140127389
TIL,TAM,106,6,0,P10,0.05660377358490566,0,1,6.369426751592356e-4,65,0.041401273885350316
TIL,TIL,13,2,0,P10,0.15384615384615385,0,1,6.369426751592356e-4,1,6.369426751592356e-4
